"hfpxzc href","xxVWCe","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","ah5Ghc","A1zNzb href 2","J8zHNe 2","bbPy1 2","M4A5Cf","ah5Ghc 2","M4A5Cf 2","ah5Ghc 3","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/Kil%C3%BA+-+Casa+de+Carnes/data=!4m7!3m6!1s0x9662c5d9547e1577:0xfc5330f70249a13c!8m2!3d-33.431898!4d-70.623884!16s%2Fg%2F11wj0k0h23!19sChIJdxV-VNnFYpYRPKFJAvcwU_w?authuser=0&hl=en&rclk=1","Kilú - Casa de Carnes","4.8","(520)","","","Steak","·","José Manuel Infante 28","Open","· Closes 1 AM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlyfskHYg9-gjBg1r_TpwTykY-fV12_uUXPVYY8i2wFZbGhxvfhoIhYuzPiHbz-uptKLlCWD3jmu74sw_aUdPEsRaXKfkEOkIvtLbdU9c73qSaJyyYt2hClLo2SCUHCWOkklVE2Y6Uzg24V=w80-h106-k-no","Dine-in","","","","·","No takeaway","·","No delivery","",""
"https://www.google.com/maps/place/SDG+Pedro+de+Valdivia/data=!4m7!3m6!1s0x9662cfb250dbb9d1:0x4007ed93026e2f18!8m2!3d-33.423998!4d-70.612402!16s%2Fg%2F11ycw8sbnq!19sChIJ0bnbULLPYpYRGC9uApPtB0A?authuser=0&hl=en&rclk=1","SDG Pedro de Valdivia","4.8","(836)","·","$10,000–20,000","Restaurant","·","·","Open","· Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkJyRFxdoGS1x3To7L-8FL7Bv8ZjObfkgQt-MXYtBXmmpHSFEo3-gaEhCvv_kwB2cyWHM6BTpp0uc36UT0dy4xJOzisxJDdNALJEwYvopX_N-zWQP557Pai3iYPZ2HlGPSvpnqQ4uxZPnqd=w80-h106-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5Y3c4c2JucRgAOgMI8A0%3D&g2lbs=AEzIGDtkaHgPQuXzCjKjstnV_vHnYsm3rEYIWHG5DuMhGnKVDh1pMgx2pUyV5GpM7tysHNwL1EiT&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LbCAavaLKM-x5OUPo92o-AU&ei=LbCAavaLKM-x5OUPo92o-AU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","","","","","","Av. Providencia 1995"
"https://www.google.com/maps/place/Cupbab+Express/data=!4m7!3m6!1s0x9662cfb8a21f9ced:0x4de617d3148556da!8m2!3d-33.4202255!4d-70.6086659!16s%2Fg%2F11nl61vxly!19sChIJ7ZwforjPYpYR2laFFNMX5k0?authuser=0&hl=en&rclk=1","Cupbab Express","4.7","(196)","·","$5,000–10,000","Korean","·","Gral. Holley 2294, Loc.2","Open","· Closes 6:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnDZdoFcGKQr61hIEGBqPgrHUxECINl2YEB5ubvS9Ba5Ge5EVSzRhqmKsgUNNCxRVguW3Eyd-S6GeEVsjiqHYYGj4Z__mTJUxMGF45BMC21ht8F1icvPRkNoyzBuu1U_mGOY3g=w80-h142-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFubDYxdnhseRgAOgMI8A0%3D&g2lbs=AEzIGDsGhbDglSlCtWfHYb208UP-9pI2VV-9klszxYcNZWC8EWzeHnYsqpu5iBhMnoNmbhX6qAR_&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LbCAavaLKM-x5OUPo92o-AU&ei=LbCAavaLKM-x5OUPo92o-AU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","","","",""
"https://www.google.com/maps/place/Prontosandwich+%7C+Sandwich+%26+Completos+%26+Churrasco/data=!4m7!3m6!1s0x9662cfd720578aed:0x70134fab9025eaf!8m2!3d-33.4403053!4d-70.6155483!16s%2Fg%2F11ghppfntv!19sChIJ7YpXINfPYpYRr14Cufo0AQc?authuser=0&hl=en&rclk=1","Prontosandwich | Sandwich & Completos & Churrasco","4.5","(159)","·","$5,000–10,000","Restaurant","·","·","Open","· Closes 10:45 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnkY9ram_j8LehTKDZHKP3t6sl6MS0ItQzg2MFOXhvrDytnANY7Pcx9WaR88YLjFncqiZ2yYhtNO95LVtfFnkT29MK60noX-k02tlRtYLEnffUSa9EDEdgZ52Qj2ZNlm6Vj3o3o=w122-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnaHBwZm50dhgAOgMI8A0%3D&g2lbs=AEzIGDtXeXeZPaZQ0Gwpo_U4Ky8yvqMb3GQmCqfCwEXo9aX-X3S-Yv0XRODHRJQS8fNPlmXhGfnK&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=LbCAavaLKM-x5OUPo92o-AU&ei=LbCAavaLKM-x5OUPo92o-AU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","·","No-contact delivery","","Manuel Montt 1349, Loc 10"
"https://www.google.com/maps/place/El+Palacio+De+La+Chorrillana/data=!4m7!3m6!1s0x9662c5fae62793fd:0x9b622233f56aa66!8m2!3d-33.4320285!4d-70.6358017!16s%2Fg%2F11g1_7tb9w!19sChIJ_ZMn5vrFYpYRZqpWPyMitgk?authuser=0&hl=en&rclk=1","El Palacio De La Chorrillana","4.3","(3,681)","·","$10,000–15,000","Restaurant","·","·","Open","· Closes 1 AM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmx01nDDoIW16_gyN5i0xIUK4EHM8m34Bz-fmInxWw98hyddos7mLsCPRvu4v0W9mOYcdJJ9Vfs3pb0MOCKJMd0G38DzTYiI9Lunk072RyTF5kqoWU5BLlunx8fMaT2TAZiQlKIAg=w80-h106-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnMV83dGI5dxgAOgMI8A0%3D&g2lbs=AEzIGDvnLMunu2-aTanr37v38XlNpxK3BLINhe3tU7ACokAAJLu9qG-pnRlJrQsl5EvhH1cMfLBp&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","·","Delivery","","Pío Nono 201"
"https://www.google.com/maps/place/Sincubiertos+Lunch/data=!4m7!3m6!1s0x9662cf89ddd6ff11:0xa620f46c713668c3!8m2!3d-33.42699!4d-70.6155282!16s%2Fg%2F11tgf79rxf!19sChIJEf_W3YnPYpYRw2g2cWz0IKY?authuser=0&hl=en&rclk=1","Sincubiertos Lunch","4.4","(79)","·","$5,000–10,000","Fast Food","·","·","Open","· Closes 5:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmprctHtN-vRMHUNPTzdsjbZFgTjxJbUhzmI7xah54_wB--OSR1VvzX074YBAeWre8Yy_T1Wi333NfEsDqpsNFnNrWtXBtn8wccJZ2F-oLLWYJDujq_xLC9NRrLlvtVee7eBIw8=w80-h101-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0Z2Y3OXJ4ZhgAOgMI8A0%3D&g2lbs=AEzIGDvwTt-KlPf2Zu5CHbb3Wzeb5A03o6cgFLiwHT2Ajuiv_3QhbphqW0jr8Kuk1VHLWDEssxgS&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Drive-through","·","Delivery","","Av. Nueva Providencia 1663"
"https://www.google.com/maps/place/Ootoya+-+Ramen+%26+Noodles+House/data=!4m7!3m6!1s0x9662c59aa3e424c1:0x630b5fbe0fdd9a15!8m2!3d-33.4328962!4d-70.6347588!16s%2Fg%2F11ggbn2syh!19sChIJwSTko5rFYpYRFZrdD75fC2M?authuser=0&hl=en&rclk=1","Ootoya - Ramen & Noodles House","4.6","(1,507)","·","$10,000–15,000","Restaurant","·","Constitución 125","Open","· Closes 9:15 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWneHcPwXoiHneBJ0VFZ-MOpCvVTI4cRDfFd7er3Sdzj4JD8nckJPK4hTREKjxl4iIViZu6ZmS4F_D17NIiIsW69P-9Y88SB0ZcM9-vRP2_lxQNF5ON7BBSz1wKoUMEW2X2YIkPb=w122-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnZ2JuMnN5aBgAOgMI8A0%3D&g2lbs=AEzIGDuOflz3i0_c82lYwY0WGh0mCu_R1iLmCqCjxDmYQEnuRNC6vQnx_u_XVEmmS1jjrHcHsfJW&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","·","No-contact delivery","",""
"https://www.google.com/maps/place/Pasta+Pazza/data=!4m7!3m6!1s0x9662cf5d91c5cc15:0xd4867b008b85a77c!8m2!3d-33.4174609!4d-70.6138615!16s%2Fg%2F11bw65zhr6!19sChIJFczFkV3PYpYRfKeFiwB7htQ?authuser=0&hl=en&rclk=1","Pasta Pazza","4.5","(869)","·","$15,000–20,000","Italian","·","·","Open","· Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnFRElSOkp5fHPjM-_53_Ta87GKsQuh4CMXD1Ifsw89vvhma4rHDKQcQdHjHQWI7EgSoC7LvqBFX2ipD-vV9vyDL5GK_Y0zwFMlw5CWiO5TFf8oMWSo39n1EyLsk8qhOrVxMdi65Q=w122-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFidzY1emhyNhgAOgMI8A0%3D&g2lbs=AEzIGDuWiCyUD9ZprGj8Rhalmz04AdZzgDkDoyfHNhZQdvK0tR0nOMHZlwhlWYvb_lYAMPgA8tmn&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","·","No-contact delivery","","Los Conquistadores 2248"
"https://www.google.com/maps/place/La+Mechada+Nacional/data=!4m7!3m6!1s0x9662cf68ba6b224b:0x5fa6c41519f4e07f!8m2!3d-33.42208!4d-70.6089585!16s%2Fg%2F11bw77prqr!19sChIJSyJrumjPYpYRf-D0GRXEpl8?authuser=0&hl=en&rclk=1","La Mechada Nacional","4.2","(514)","·","$5,000–10,000","Restaurant","·","Av. Nueva Providencia 2236","Open","· Closes 6 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkXRretWph6Q0q2QA3iTYMXQFAQCDGZ42Q7D_Etoyji_dvdapqj-dVAG_6jx4TrLhZJEb0nVfBbSH28j-sjmSvbnaSYXFzNh7X09d2e6-GL-mfn-Ggx4tklWcm8_zy1hmHv_gQB=w122-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFidzc3cHJxchgAOgMI8A0%3D&g2lbs=AEzIGDvzrwEB6dwsfRLHjQS78oe9yrPcCLftQ6AOaqMyaoE9gvNURELLBc9doT4lz74576F0o70o&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","·","Delivery","",""
"https://www.google.com/maps/place/La+Hacienda+Gaucha/data=!4m7!3m6!1s0x9662cf77d05d9733:0x50a5c2a41484f2f5!8m2!3d-33.4387109!4d-70.6083537!16s%2Fg%2F11b7q82hfy!19sChIJM5dd0HfPYpYR9fKEFKTCpVA?authuser=0&hl=en&rclk=1","La Hacienda Gaucha","4.4","(7,618)","·","$15,000–40,000","Steak","·","·","Open","· Closes 10:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlCaPvmvYLdliDtvvWJn4M_nNT93CN116Xd6r8Lo6Yc5lRPsw95KIYPHCcmyhnbLxcNyf3nPYwyv0aH4bHWa0dkHjKh484t1GvqOROCtSpAQ-Q_im9mNLlHgQzqzVl8-8YGsqE=w118-h92-k-no","Dine-in","","","","·","Takeaway","·","Delivery","","Providencia Región Metropolitana CL, Av. Pedro de Valdivia 1719"
"https://www.google.com/maps/place/Sazon+de+Mi+Mami/data=!4m7!3m6!1s0x9662c5004aa12eff:0xb4c174a4414db34b!8m2!3d-33.4468813!4d-70.6243311!16s%2Fg%2F11mdkg6k51!19sChIJ_y6hSgDFYpYRS7NNQaR0wbQ?authuser=0&hl=en&rclk=1","Sazon de Mi Mami","4.1","(117)","·","$10,000–15,000","Chilean","·","·","Open","· Closes 9:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlrv6X0p-L0OK_3hElXZgNPohFV9wTiD3pbw1UaAWTJBecsPPpyR7U6Fa0P0h3Qh5b-TLIxfKfYw7hqDFNH_qzQSoO7Cmh3LbHzmS-zsuBjQavw2c34ThPeDn5wUfFNBrU2GqZwuAEtIz5R=w80-h106-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtZGtnNms1MRgAOgMI8A0%3D&g2lbs=AEzIGDuXYp484tgYYR1xzQhGGGuP0Z4xrkzxLFk3dNf-vxLSROxsR9uEEG-YFpYOoaSn3M8225iX&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Drive-through","·","No-contact delivery","","Girardi 1365"
"https://www.google.com/maps/place/Donde+Landeo/data=!4m7!3m6!1s0x9662cf7ff0bc61b7:0xad7a21c779f64630!8m2!3d-33.4406738!4d-70.6208114!16s%2Fg%2F11c7wdrxgv!19sChIJt2G88H_PYpYRMEb2eccheq0?authuser=0&hl=en&rclk=1","Donde Landeo","4.6","(340)","·","$10,000–25,000","Restaurant","·","·","Open","· Closes 9:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmLWhvEYjBIdZ-I5htxlv6ewdLrnmNjkTAc7iXDBkTKqTBDwciL8ltOQ0vqd3vVf0zLD7vwWJjSMXEmOitUPXzAqT4V2bzASsohGQ9GWhO5QZTrCHBjj42eqbsgn6VPeEhzMyoDNA=w102-h92-k-no","Dine-in","","","","·","Takeaway","","","","José Manuel Infante 1020"
"https://www.google.com/maps/place/Lomit%27s/data=!4m7!3m6!1s0x9662cf62be06a95f:0x5ed604430fc317cf!8m2!3d-33.423719!4d-70.6129198!16s%2Fg%2F11bbrlt3fg!19sChIJX6kGvmLPYpYRzxfDD0ME1l4?authuser=0&hl=en&rclk=1","Lomit's","4.4","(4,093)","·","$10,000–15,000","Restaurant","·","·","Open","· Closes 11:30 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmVxHaCcz27ts24r1FYUSLwY666nOGNGFLrlTidlLXUo_YKXE9SiqcO-yyYGSnEpWH1ilisvtsJ9sW7dMcnOZwKZc7KHzzwe3yCkFvppqVGnp2azcIuj2qIhVAPGFIWUxNc2YFQfQ=w122-h92-k-no","Dine-in","","","","·","Takeaway","·","Delivery","","Av. Providencia 1980"
"https://www.google.com/maps/place/Maniero/data=!4m7!3m6!1s0x9662cf67c95e13d9:0x176247b5879d3569!8m2!3d-33.4203551!4d-70.6107953!16s%2Fg%2F11g8dl2z48!19sChIJ2RNeyWfPYpYRaTWdh7VHYhc?authuser=0&hl=en&rclk=1","Maniero","4.4","(859)","·","$15,000–35,000","Restaurant","·","·","Open","· Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkBCN9g9wHriekvtvolksNyxtXMYQ1j7ooe3iqJwP7NYDJFPri940b10_ASeoappBTDmc4H9Ql2Mnr7uHgwx7ABp3xjHu6XSeYS87eU6t_78uWQ_LU5AXbYDUauluD_AlP8WA3Vzg=w122-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnOGRsMno0OBgAOgMI8A0%3D&g2lbs=AEzIGDsoTiBdgLUt8KW-eEMF9bM_WloqfvAXr9T_ViMUV6onpPBcCpY-sAJy2sGfLGdAB-8hrhuH&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Kerbside pickup","·","No delivery","","Nueva de Lyon 155, Loc 101"
"https://www.google.com/maps/place/303!+La+Cocina/data=!4m7!3m6!1s0x9662cf7280e5a931:0x65d8c1448ed2ad4!8m2!3d-33.4424409!4d-70.5938247!16s%2Fg%2F11sbxkgyw3!19sChIJManlgHLPYpYR1CrtSBSMXQY?authuser=0&hl=en&rclk=1","303! La Cocina","4.9","(38)","·","$5,000–10,000","Takeout restaurant","·","Renato Zanelli 1319","Open","· Closes 5 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm3R0kckZcTFc3crhYlWckY8tfz_BgUWukLEzeXsJ4jwQY19x8Ht6eFpHPoZaT_TGpJkdhLXhSkyAE4_Ky0KrmBfXiEJ_T8u6vVaF6ZQN0otj1aqOylu591XCRjsEe_K9WQads=w92-h92-k-no","Dine-in","","","","·","Takeaway","","","",""
"https://www.google.com/maps/place/Caos+dinning+and+coffee/data=!4m7!3m6!1s0x9662cfacd4970099:0xc777969bd4aacd1e!8m2!3d-33.4258135!4d-70.6189103!16s%2Fg%2F11w4p_8kff!19sChIJmQCX1KzPYpYRHs2q1JuWd8c?authuser=0&hl=en&rclk=1","Caos dinning and coffee","4.8","(143)","·","$10,000–25,000","Espresso bar","·","Sta. Beatriz 223","Open","· Closes 4 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkWpXW5BYNwamvHXwrfUBgajDbHGRTBQ9ri7vGbFCUBbT4cTKHzPKJGIkr3PC-P5V3DrRVg4Tf8Harwix_P-u3IUbalYkUkv88QQP3zfa9kbe1NVZDMsOmgnRys8RTuLOXBlnPF=w122-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3NHBfOGtmZhgAOgMI8A0%3D&g2lbs=AEzIGDuy6nsuLssQRIecqil6hEgkiI1t9JW-gJmHKXrPoRmejyzknUYRySfgvexbPuMn_0RuJd5t&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","·","No delivery","",""
"https://www.google.com/maps/place/Fork+Manuel+Montt/data=!4m7!3m6!1s0x9662cff9fef5dc55:0xb42dde46f6d140ae!8m2!3d-33.4287445!4d-70.6205185!16s%2Fg%2F11j0yv2lw2!19sChIJVdz1_vnPYpYRrkDR9kbeLbQ?authuser=0&hl=en&rclk=1","Fork Manuel Montt","4.0","(148)","","","Natural goods store","·","Av. Providencia 1272, Loc 7","Open","· Closes 9:50 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkLOQYnUp53mngv9oCL6_hpGy_c7SSxWVyp4ZJ_EYX_BFdUWIRBx1z8pn0pDBMPsbRe9gjqCvx2cXXIBtaldbujnDyYupauXNMUXIZeysnDZJdKWceDKSiFAklg5vL2HqOIDrk=w163-h92-k-no","Delivery","","","","","","","","",""
"https://www.google.com/maps/place/Fuente+Alemana/data=!4m7!3m6!1s0x9662cf6754b4c2b9:0x97c093890ecf3520!8m2!3d-33.4253797!4d-70.6114439!16s%2Fg%2F1tfkb6ny!19sChIJucK0VGfPYpYRIDXPDomTwJc?authuser=0&hl=en&rclk=1","Fuente Alemana","4.5","(7,791)","·","$10,000–15,000","Sandwich","·","·","Open","· Closes 9:45 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlv-EI-ZTxjV18dbECuKR63TmRDphLPmm4-EhFZ0lulmv4zFzin-AVY0wMwiwvo3fJfb7F5QUu-uYlm8TtzremAJkQ0E5tG_FdU8ziUnl1ZaC3CzORf3r8gDF4PWgdgEFK-P2Qggg=w122-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRma2I2bnkYADoDCPAN&g2lbs=AEzIGDv76Su8Q7fyiITyiimKASWyGZh2rz0BeeICUpO1tgO1-y51e8OpCLPVK6g2ARcXI69XG028&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","·","No-contact delivery","","Av. Pedro de Valdivia 210"
"https://www.google.com/maps/place/Vapiano+pasta+y+pizza+Providencia/data=!4m7!3m6!1s0x9662cf65d51eed21:0x5df99e302d4aaaa0!8m2!3d-33.4235458!4d-70.6129226!16s%2Fg%2F11c6v_fmfj!19sChIJIe0e1WXPYpYRoKpKLTCe-V0?authuser=0&hl=en&rclk=1","Vapiano pasta y pizza Providencia","4.5","(10,312)","·","$10,000–20,000","Italian","·","·","Open","· Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlXno7hHLM8P_ONbKs8K28zvZ5WErUOMRPjuXc6xYMWOGFyf0kZkHByMctgqFN5rI3MzeUV3wR8SctPo5PooeTl7iVYzLSEtQi8kY-LZPuM0oNDwOJFdZV96mQlmQoNsY6mNEsD=w122-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNnZfZm1mahgAOgMI8A0%3D&g2lbs=AEzIGDur8Ly6cZM3AyJsoQa-oK-WXs87CQXRuP3t4Twc3n6UEgnjd6YuUmuz01B6BYBf3kE6soaK&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","·","No-contact delivery","","Av. Providencia 1984"
"https://www.google.com/maps/place/Chef+Metalero+Hell+Fire/data=!4m7!3m6!1s0x9662c56709bcd0b9:0x869a6d60f13a8457!8m2!3d-33.4398553!4d-70.6242991!16s%2Fg%2F11lt0fs85b!19sChIJudC8CWfFYpYRV4Q68WBtmoY?authuser=0&hl=en&rclk=1","Chef Metalero Hell Fire","4.4","(441)","·","$10,000–15,000","Hamburger","·","·","Open","· Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWniiW1-eVT4WbDYnvzwd8VKIpJ1Ua9kJpfm4O1s2ziytATM4Sien80a1oyNTGBFYlGE-j6uqu0jnO1XaOCyRTFC4WsZIAAJAC98b3hjHCe_e26V-f74Xffb3g4SLTo5p7ljUjU=w80-h106-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsdDBmczg1YhgAOgMI8A0%3D&g2lbs=AEzIGDueolp0rn1gwj_70ql6s5Db41CiJhp22UY4k4193ldTV-Zbj76Wxzc2I-D9P7nfMni6BVqh&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Drive-through","·","No-contact delivery","","Rancagua 621"
"https://www.google.com/maps/place/Maju+Per%C3%BA/data=!4m7!3m6!1s0x9662cf6d9ea3a2e1:0x25d64b9bf3ef3746!8m2!3d-33.4240329!4d-70.611576!16s%2Fg%2F11vqvs_wpr!19sChIJ4aKjnm3PYpYRRjfv85tL1iU?authuser=0&hl=en&rclk=1","Maju Perú","4.2","(145)","·","$10,000–30,000","Peruvian","·","Av. Nueva Providencia 2034","Open","· Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkEPlHEpjo6mf8uUsFM65Txw6VOnz-hw-8L052kn_6AoVKk6pxfcocOnt20-W4LZoyvbb3F07ziurXDTQ8bSywPttjglEPiBsGc44M1mf3jnOugO_iPSpfx4WtkiTbOd0tct7A=w138-h92-k-no","Dine-in","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2cXZzX3dwchgAOgMI8A0%3D&g2lbs=AEzIGDsYdv4Ej6N5F2dyV1XSSK40V5RGeotgSmfQQP81FrWg0JAwbu-A9C_aMbpFAobbsZv5X0IB&hl=en-CL&gl=cl&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=N7CAavrEJd7b5OUP95aQMQ&ei=N7CAavrEJd7b5OUP95aQMQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Order online","","·","Takeaway","","","",""
